age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
61.0,blueCollar,married,professionalCourse,no,yes,no,cellular,oct,thu,246.0,2.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,yes
38.0,blueCollar,single,highSchool,no,yes,no,cellular,sep,wed,263.0,1.0,6.0,3.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
46.0,blueCollar,married,unknown,unknown,no,no,telephone,may,mon,209.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,admin,married,highSchool,no,no,no,telephone,may,tue,69.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,technician,single,professionalCourse,no,yes,no,cellular,jul,tue,577.0,6.0,6.0,1.0,success,-1.7,94.215,-40.3,0.835,4991.6,yes
26.0,unemployed,single,highSchool,no,yes,no,cellular,oct,fri,394.0,3.0,14.0,1.0,success,-1.1,94.601,-49.5,1.029,4963.6,yes
66.0,retired,married,basic4y,unknown,unknown,unknown,cellular,oct,wed,216.0,1.0,6.0,3.0,success,-1.1,94.601,-49.5,0.985,4963.6,yes
45.0,management,married,universitydegree,no,yes,no,cellular,jul,thu,138.0,2.0,6.0,2.0,success,-1.7,94.215,-40.3,0.884,4991.6,yes
47.0,admin,married,highSchool,unknown,no,no,telephone,may,tue,505.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,blueCollar,married,basic4y,no,yes,no,telephone,may,mon,87.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,technician,single,professionalCourse,no,no,no,cellular,jul,mon,562.0,4.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,no
42.0,technician,single,professionalCourse,unknown,unknown,unknown,telephone,may,tue,529.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,technician,single,universitydegree,no,yes,no,cellular,sep,thu,463.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
32.0,entrepreneur,married,highSchool,no,yes,no,telephone,may,mon,314.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,blueCollar,married,basic4y,unknown,yes,no,telephone,may,tue,208.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,admin,married,highSchool,no,no,no,cellular,jul,thu,561.0,2.0,10.0,2.0,success,-1.7,94.215,-40.3,0.782,4991.6,yes
27.0,admin,married,universitydegree,no,no,no,cellular,aug,thu,312.0,3.0,6.0,1.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
41.0,admin,divorced,highSchool,no,yes,no,cellular,aug,fri,178.0,1.0,6.0,2.0,success,-1.7,94.027,-38.3,0.905,4991.6,yes
43.0,retired,married,basic4y,unknown,no,no,telephone,may,mon,410.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,management,married,universitydegree,no,no,no,cellular,jun,tue,265.0,1.0,999.0,1.0,failure,-1.7,94.055,-39.8,0.761,4991.6,yes
30.0,student,single,highSchool,no,no,no,cellular,aug,tue,592.0,3.0,999.0,1.0,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
82.0,housemaid,divorced,basic4y,no,no,no,cellular,jul,wed,316.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes
28.0,admin,single,universitydegree,no,yes,yes,cellular,aug,tue,187.0,2.0,6.0,2.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
51.0,management,married,professionalCourse,unknown,yes,no,telephone,may,tue,141.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52.0,management,married,universitydegree,no,no,no,telephone,may,mon,185.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,admin,single,highSchool,no,no,no,cellular,jul,thu,609.0,2.0,7.0,3.0,success,-1.7,94.215,-40.3,0.782,4991.6,yes
53.0,admin,married,basic9y,no,no,no,telephone,may,mon,189.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,admin,married,highSchool,no,yes,no,cellular,sep,mon,1298.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
56.0,technician,married,basic4y,no,yes,no,telephone,may,mon,137.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44.0,services,married,highSchool,no,yes,yes,telephone,may,mon,107.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,services,single,basic6y,no,no,no,telephone,may,mon,167.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,technician,married,professionalCourse,no,yes,no,cellular,oct,wed,275.0,2.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
20.0,student,single,basic9y,no,yes,no,cellular,jul,thu,361.0,3.0,6.0,3.0,success,-1.7,94.215,-40.3,0.846,4991.6,yes
42.0,blueCollar,married,basic6y,unknown,yes,no,telephone,may,mon,164.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,technician,single,universitydegree,no,no,yes,telephone,may,mon,20.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,admin,married,unknown,no,no,no,telephone,may,tue,221.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,technician,married,basic9y,no,yes,no,cellular,sep,wed,155.0,1.0,6.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
52.0,selfemployed,married,universitydegree,no,yes,no,telephone,may,tue,678.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53.0,management,divorced,universitydegree,no,no,no,cellular,sep,tue,404.0,2.0,3.0,2.0,success,-1.1,94.199,-37.5,0.877,4963.6,yes
51.0,technician,married,basic6y,unknown,no,no,telephone,may,mon,250.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
68.0,retired,married,universitydegree,no,no,no,cellular,jul,mon,414.0,2.0,12.0,1.0,success,-1.7,94.215,-40.3,0.889,4991.6,yes
49.0,blueCollar,married,unknown,no,no,no,telephone,may,mon,73.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,blueCollar,married,basic9y,no,yes,yes,telephone,may,mon,353.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
49.0,technician,divorced,professionalCourse,no,yes,no,cellular,oct,fri,251.0,2.0,3.0,1.0,success,-1.1,94.601,-49.5,0.972,4963.6,yes
66.0,housemaid,married,basic4y,no,no,no,telephone,jul,tue,1008.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,yes
34.0,management,married,universitydegree,no,yes,no,telephone,may,mon,18.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,technician,married,universitydegree,no,yes,no,cellular,sep,fri,328.0,1.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
56.0,technician,married,professionalCourse,no,no,no,cellular,jul,mon,230.0,2.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
26.0,technician,single,basic9y,no,yes,no,cellular,sep,thu,305.0,1.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
41.0,technician,married,professionalCourse,no,yes,no,cellular,nov,mon,545.0,2.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,yes
42.0,technician,single,unknown,no,no,no,telephone,may,mon,230.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,management,divorced,universitydegree,no,no,no,telephone,may,mon,19.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,blueCollar,single,unknown,no,yes,no,telephone,may,mon,251.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55.0,admin,divorced,highSchool,no,no,no,cellular,aug,tue,245.0,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,no
19.0,student,single,basic6y,no,yes,yes,cellular,sep,thu,452.0,5.0,13.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
37.0,blueCollar,married,basic9y,no,no,yes,telephone,may,tue,54.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39.0,admin,divorced,universitydegree,no,no,yes,cellular,jul,mon,375.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,no
24.0,management,single,universitydegree,no,yes,no,telephone,may,mon,165.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,admin,married,highSchool,no,no,yes,telephone,may,mon,50.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
79.0,retired,married,basic4y,no,no,yes,cellular,jul,fri,464.0,1.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.822,4991.6,yes
32.0,services,single,unknown,no,no,yes,cellular,jul,thu,415.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,no
30.0,technician,single,universitydegree,no,no,no,cellular,sep,thu,327.0,2.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
24.0,technician,single,professionalCourse,no,yes,no,telephone,may,mon,380.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,unemployed,married,basic9y,no,no,no,cellular,nov,thu,597.0,2.0,3.0,2.0,success,-1.1,94.767,-50.8,1.041,4963.6,yes
82.0,retired,divorced,basic4y,no,yes,no,cellular,sep,thu,143.0,2.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
62.0,technician,married,unknown,no,yes,no,cellular,jul,mon,248.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.827,4991.6,yes
23.0,student,single,highSchool,no,no,yes,cellular,oct,fri,380.0,1.0,3.0,1.0,success,-1.1,94.601,-49.5,1.029,4963.6,yes
60.0,retired,married,highSchool,no,no,no,cellular,sep,wed,1640.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
37.0,admin,married,universitydegree,no,no,no,cellular,sep,wed,265.0,2.0,6.0,2.0,success,-1.1,94.199,-37.5,0.886,4963.6,yes
52.0,admin,married,basic4y,no,yes,no,telephone,may,tue,358.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,admin,married,universitydegree,no,yes,no,cellular,jul,wed,287.0,2.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.84,4991.6,yes
55.0,admin,married,universitydegree,no,yes,no,cellular,jul,fri,687.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.79,4991.6,yes
37.0,services,married,highSchool,no,no,no,cellular,jul,thu,346.0,1.0,6.0,2.0,success,-1.7,94.215,-40.3,0.846,4991.6,yes
25.0,technician,single,universitydegree,no,yes,no,telephone,may,mon,174.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48.0,housemaid,married,professionalCourse,no,no,no,cellular,jul,wed,388.0,3.0,6.0,1.0,success,-1.7,94.215,-40.3,0.896,4991.6,yes
41.0,services,married,highSchool,unknown,yes,yes,telephone,may,tue,41.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,technician,married,professionalCourse,no,yes,no,telephone,may,tue,278.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44.0,technician,married,professionalCourse,no,no,no,cellular,nov,fri,442.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,no
24.0,student,single,highSchool,no,yes,yes,cellular,sep,wed,251.0,2.0,6.0,2.0,success,-1.1,94.199,-37.5,0.876,4963.6,yes
56.0,admin,married,basic9y,no,yes,no,telephone,may,mon,158.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,management,married,universitydegree,no,yes,no,cellular,jul,fri,955.0,1.0,9.0,1.0,success,-1.7,94.215,-40.3,0.896,4991.6,yes
34.0,housemaid,married,basic6y,no,yes,no,telephone,may,mon,300.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,admin,divorced,highSchool,no,yes,yes,cellular,nov,tue,334.0,2.0,6.0,4.0,failure,-1.1,94.767,-50.8,1.049,4963.6,yes
45.0,blueCollar,married,basic4y,no,yes,yes,telephone,may,mon,177.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47.0,blueCollar,married,highSchool,unknown,yes,no,telephone,may,tue,269.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39.0,admin,married,highSchool,no,yes,no,telephone,may,tue,203.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25.0,student,single,highSchool,no,no,no,telephone,sep,mon,185.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
34.0,blueCollar,married,basic9y,no,no,yes,cellular,aug,tue,447.0,1.0,999.0,1.0,failure,-1.7,94.027,-38.3,0.904,4991.6,yes
32.0,entrepreneur,single,universitydegree,no,yes,no,telephone,may,tue,242.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27.0,student,single,universitydegree,no,yes,no,cellular,aug,wed,651.0,1.0,0.0,3.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
60.0,retired,married,universitydegree,no,no,no,cellular,sep,thu,799.0,2.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,yes
36.0,blueCollar,single,basic6y,no,yes,no,cellular,nov,tue,330.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,no
33.0,admin,married,universitydegree,no,no,no,cellular,nov,tue,843.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,yes
43.0,unemployed,married,universitydegree,unknown,yes,no,telephone,may,tue,424.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
59.0,technician,married,unknown,no,yes,no,telephone,may,mon,93.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,blueCollar,married,basic9y,no,no,no,telephone,may,tue,79.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,management,married,universitydegree,no,yes,no,cellular,jul,wed,817.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes
50.0,management,married,highSchool,unknown,no,no,telephone,may,tue,149.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
83.0,retired,divorced,basic4y,no,no,no,cellular,sep,thu,268.0,1.0,9.0,3.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
58.0,admin,married,highSchool,no,yes,yes,cellular,jul,thu,414.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,no
23.0,blueCollar,single,basic9y,no,yes,no,cellular,jul,thu,268.0,5.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.846,4991.6,no
41.0,admin,married,universitydegree,no,yes,no,telephone,may,mon,577.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
60.0,retired,married,universitydegree,no,no,no,cellular,sep,thu,529.0,2.0,6.0,1.0,success,-1.1,94.199,-37.5,0.884,4963.6,yes
54.0,services,married,unknown,no,no,no,telephone,may,mon,400.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44.0,admin,married,universitydegree,unknown,yes,no,telephone,may,mon,188.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,blueCollar,married,basic9y,no,no,no,telephone,may,tue,310.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,services,married,highSchool,unknown,no,no,telephone,may,tue,276.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,blueCollar,single,basic9y,unknown,yes,no,telephone,may,mon,55.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
62.0,blueCollar,married,highSchool,no,yes,no,cellular,jun,mon,563.0,4.0,4.0,3.0,success,-1.7,94.055,-39.8,0.754,4991.6,yes
22.0,blueCollar,single,basic9y,no,yes,no,telephone,may,tue,195.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27.0,admin,single,universitydegree,no,no,no,cellular,aug,fri,562.0,2.0,3.0,3.0,success,-1.7,94.027,-38.3,0.905,4991.6,yes
40.0,unemployed,divorced,highSchool,unknown,no,no,telephone,may,tue,88.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,retired,unknown,basic4y,no,no,no,telephone,may,tue,673.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,services,single,highSchool,no,no,no,telephone,may,tue,102.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,admin,divorced,highSchool,no,no,no,cellular,sep,tue,473.0,1.0,3.0,5.0,success,-1.1,94.199,-37.5,0.877,4963.6,yes
62.0,technician,married,unknown,no,unknown,unknown,cellular,jul,mon,220.0,3.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.827,4991.6,yes
42.0,blueCollar,married,basic9y,unknown,no,no,telephone,may,tue,199.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
63.0,retired,married,basic4y,no,yes,no,cellular,nov,fri,413.0,1.0,3.0,2.0,success,-1.1,94.767,-50.8,1.049,4963.6,yes
38.0,admin,single,universitydegree,no,no,no,telephone,may,tue,189.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29.0,admin,single,highSchool,no,no,no,cellular,jul,tue,195.0,2.0,3.0,3.0,success,-1.7,94.215,-40.3,0.835,4991.6,yes
54.0,admin,married,highSchool,no,no,no,cellular,oct,wed,252.0,2.0,6.0,2.0,success,-1.1,94.601,-49.5,0.985,4963.6,yes
42.0,admin,divorced,universitydegree,no,no,no,cellular,sep,wed,678.0,1.0,16.0,1.0,success,-1.1,94.199,-37.5,0.886,4963.6,yes
27.0,services,married,highSchool,no,yes,no,telephone,may,tue,245.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,admin,married,basic9y,no,unknown,unknown,telephone,may,tue,80.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,admin,single,universitydegree,no,yes,no,cellular,sep,thu,150.0,2.0,10.0,3.0,success,-1.1,94.199,-37.5,0.884,4963.6,yes
55.0,unknown,married,basic4y,unknown,yes,no,telephone,may,mon,336.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,admin,single,highSchool,no,no,no,cellular,sep,thu,204.0,1.0,12.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
54.0,blueCollar,divorced,basic4y,no,no,no,telephone,may,mon,208.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,admin,divorced,highSchool,no,no,no,telephone,may,mon,364.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,technician,single,professionalCourse,no,no,no,telephone,may,mon,197.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,admin,married,basic6y,unknown,yes,no,telephone,may,tue,531.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,services,married,basic6y,unknown,no,no,telephone,may,mon,199.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,technician,married,basic9y,no,no,no,cellular,sep,wed,183.0,1.0,6.0,5.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
32.0,technician,married,professionalCourse,no,no,no,cellular,oct,wed,311.0,1.0,3.0,1.0,success,-1.1,94.601,-49.5,0.959,4963.6,yes
57.0,blueCollar,married,basic4y,no,no,yes,cellular,jul,wed,471.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,no
37.0,blueCollar,married,basic9y,no,no,no,telephone,may,tue,77.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,blueCollar,married,basic9y,no,no,no,telephone,may,mon,173.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
83.0,retired,divorced,basic4y,no,no,yes,cellular,jun,fri,472.0,2.0,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.748,4991.6,yes
36.0,services,married,highSchool,no,no,no,telephone,may,mon,225.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,admin,married,universitydegree,no,yes,no,cellular,sep,thu,193.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
45.0,services,married,highSchool,unknown,yes,no,telephone,may,mon,787.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29.0,admin,single,highSchool,no,yes,no,cellular,jul,thu,480.0,1.0,6.0,1.0,success,-1.7,94.215,-40.3,0.81,4991.6,yes
26.0,technician,single,professionalCourse,no,no,no,cellular,jul,thu,588.0,3.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.899,4991.6,yes
38.0,services,single,highSchool,no,no,no,cellular,sep,fri,256.0,2.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
32.0,blueCollar,divorced,basic9y,unknown,no,no,telephone,may,tue,309.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54.0,retired,married,basic9y,unknown,yes,yes,telephone,may,mon,174.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,unknown,married,unknown,unknown,no,no,telephone,may,mon,362.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,blueCollar,divorced,unknown,unknown,yes,no,telephone,may,mon,518.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
